,Source,ID,Class,Text
1676,lucene,1677,1,I noticed in sol
1677,lucene,1678,1,dealing with a large data set through better query parsing and
1678,lucene,1679,1,fields in the data structure
1679,lucene,1680,1,bq. I could
1680,lucene,1681,1,...Are there existing practices for giving credit to companies that \sponsor\ development of Solr..
1681,lucene,1682,2,lst.add( \thread
1682,lucene,1683,1,--Noble
1683,lucene,1684,2,at java.lang.NumberFormatException.forInputString(NumberFormatException.java:61)
1684,lucene,1685,1,Ideally
1685,lucene,1686,1,The implementation is done such a way to minimize code changes.
1686,lucene,1687,1,figured out hte second?
1687,lucene,1688,2,http://jakarta.apache.org/httpcomponents/httpclient-3.x/threading.html
1688,lucene,1689,1,Yoni
1689,lucene,1690,1,backup
1690,lucene,1691,2,Key: SOLR-1514
1691,lucene,1692,2,org.apache.solr.analysis:
1692,lucene,1693,2,[ https://issues.apache.org/jira/browse/SOLR-1301?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12828368#action_12828368 ]
1693,lucene,1694,1,I'm not sure whether case-sensitiveness(is it a word?) is a bug or not. Anyway
1694,lucene,1695,2,<tr>
1695,lucene,1696,1,of the Solr HTTP/XML interface very much.
1696,lucene,1697,1,I think the same approach should be taken with XML parsing
1697,lucene,1698,1,Patch updated to current trunk. One concrete use case where this is needed is Fieldable implementations that provide different values of tokenStreamValue() and stringValue(
1698,lucene,1699,1,anything but the fact that some classes exist in the jar/war (i
1699,lucene,1700,1,I have read through the documentation on search components and doc lists and
1700,lucene,1701,1,: That's normally fin
1701,lucene,1702,2,2009/4/13 Noble Paul a'au<a'!a'?a'3auaEUR a$?aY=<a$?!aY=a$?3aY= <noble.paul@gmail.com>
1702,lucene,1703,1,first given a refrence to \it\
1703,lucene,1704,1,the NPE was getting thrown from?
1704,lucene,1705,1,But is there any answer when using dismax?
1705,lucene,1706,1,current API's.
1706,lucene,1707,2,: @@ -30
1707,lucene,1708,1,Ah ... got the beginnings of a diagnosis. The problem appears when the DocSet {{qDocSet}} returned by DocSetHitCollector.getDocSet() -- called at org.apache.solr.search.SolrIndexSearcher:1101 in trun
1708,lucene,1709,1,Noble Paul updated SOLR-1153:
1709,lucene,1710,2,[junit] Running org.apache.solr.analysis.TestFrenchStemFilterFactory
1710,lucene,1711,1,path after the colon determines the RequestParser?
1711,lucene,1712,1,If all fields are store
1712,lucene,1713,1,Noble and I have been discussing many of the same things. Prominent topics
1713,lucene,1714,1,baked patch and it'd be nice to make it available to users much before six
1714,lucene,1715,1,2) Even when /update is mapped to the legacy servle
1715,lucene,1716,2,Key: SOLR-1727
1716,lucene,1717,1,\encoding\ dictates the actual character encoding used in the output stream.
1717,lucene,1718,2,A [junit] Running org.apache.solr.core.TestJmxIntegration
1718,lucene,1719,1,I should make them all this easy.
1719,lucene,1720,1,Issue #2:
1720,lucene,1721,2,[ https://issues.apache.org/jira/browse/SOLR-307?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12513815 ]
1721,lucene,1722,2,[javac] Note: /tmp/apache-solr-nightly/src/java/org/apache/solr/common/util/FastInputStream.java uses or overrides a deprecated API.
1722,lucene,1723,2,URL: https://issues.apache.org/jira/browse/SOLR-412
1723,lucene,1724,1,probably run int
1724,lucene,1725,1,at it.
1725,lucene,1726,2,http://host/path?core=core0  [200 OK]
1726,lucene,1727,1,users to be able to filter their results based on the calculated distances.\
1727,lucene,1728,1,from my \work\ and the lon from my \home\ are actaully a third location.
1728,lucene,1729,2,URL: https://issues.apache.org/jira/browse/SOLR-1597
1729,lucene,1730,2,public boolean flipAndGet(int index) {
1730,lucene,1731,1,Fields should take in lat/lon points in a single for
1731,lucene,1732,1,to be able to be replicate
1732,lucene,1733,1,: Another possibility is using init params in the request handler
1733,lucene,1734,1,1) The name of the file corresponds with one specific way it can be
1734,lucene,1735,1,I'm not convinced there isn't *something* Solr can do to handle this situation better
1735,lucene,1736,1,believe that the current javadocs are incorrect on this point.
1736,lucene,1737,2,Line: 24
1737,lucene,1738,1,- can be implemented by:
1738,lucene,1739,2,http://code.google.com/p/solr-php-client/downloads/list
1739,lucene,1740,1,easier in a weird way)
1740,lucene,1741,1,: > form  (i assume you tested and verified this isn't happening?)
1741,lucene,1742,1,(regardless of what order things are loaded in) would be to either...
1742,lucene,1743,1,CMS paths in memory.
1743,lucene,1744,2,</target>
1744,lucene,1745,2,SOLR-1586.Mattmann.112409.geopointandgeohash.patch.txt
1745,lucene,1746,2,Attachment: SOLR-211-RegexSplitTokenizer.patch
1746,lucene,1747,1,I propose the configuration go into the <mainIndex>  section
1747,lucene,1748,1,# Relative paths are supported. They are loaded through SolrResourceLoader.openResource method.
1748,lucene,1749,2,example/webapp
1749,lucene,1750,1,general@lucene a while back)
1750,lucene,1751,1,Highlighter throws null pointer exception when field has termPositions=true
1751,lucene,1752,2,Key: SOLR-20
1752,lucene,1753,1,LUCENE-843 adds support for new indexing capabilities using the setRAMBufferSizeMB() method that should significantly speed up indexing for many applications.  To fix thi
1753,lucene,1754,1,Add lazy field loading to solr.
1754,lucene,1755,1,possible way with this request handler?
1755,lucene,1756,2,: + if (resp.getException() == null) {
1756,lucene,1757,2,h5. schema.xml
1757,lucene,1758,1,NOTE: This parameter affects date facet timing only. If there are other areas of a query that rely on 'NOW
1758,lucene,1759,1,If used only as a filter
1759,lucene,1760,2,AU  site/skin/images/add.jpg
1760,lucene,1761,1,Noble Paul commented on SOLR-1644:
1761,lucene,1762,1,the underlying connections are thread safe:
1762,lucene,1763,1,XML being involved would be the result of such a refactoring.
1763,lucene,1764,2,contrib/javascript/lib/jsdoc/jsdoc-toolkit/templates/solrjs
1764,lucene,1765,2,[junit] Running org.apache.solr.spelling.FileBasedSpellCheckerTest
1765,lucene,1766,2,ScheduledExecutorService: True
1766,lucene,1767,1,-Yonik
1767,lucene,1768,1,to use a DIH jar for people who upgrade ... we have to document how to use
1768,lucene,1769,1,'ant clean example' is no problem:
1769,lucene,1770,1,Integrate code coverage.  Clover / cobertura
1770,lucene,1771,2,java.lang.StringCoding$StringDecoder.decode(StringCoding.java:133)
1771,lucene,1772,1,We get SOLR updates frequently and since they are large we cannot wait to do a commit at the 15 minute mark using cron. Optimize just takes too long.
1772,lucene,1773,1,Lucene index.  I notice the GData protocol supports this:
1773,lucene,1774,1,then like to have a goal of putting up an official set of artifacts to
1774,lucene,1775,1,A that matched
1775,lucene,1776,1,al
1776,lucene,1777,2,at org.tmatesoft.svn.core.wc.SVNUpdateClient.doCheckout(SVNUpdateClient.java:325)
1777,lucene,1778,2,Priority: Critical
1778,lucene,1779,2,[ https://issues.apache.org/jira/browse/SOLR-84?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12636849#action_12636849 ]
1779,lucene,1780,2,return bits.get(doc);
1780,lucene,1781,1,go to upgrade because they are going to have to do it again (that's
1781,lucene,1782,1,Reporter: Tomislav Nakic-Alfirevic
1782,lucene,1783,2,package junit.framework does not exist
1783,lucene,1784,2,URL: https://issues.apache.org/jira/browse/SOLR-1614
1784,lucene,1785,1,* ...others ?
1785,lucene,1786,2,* TokenizerFactory
1786,lucene,1787,2,[junit] 2008-09-04 08:14:55.726::INFO:  Shutdown hook executing
1787,lucene,1788,2,<str name=\masterUrl\>${master.url}</str>
1788,lucene,1789,1,Incubator to become a Lucene subproject.
1789,lucene,1790,1,at all) -- fixed by: Yoniks fix_ruby_output.path applied to the
1790,lucene,1791,1,I'm getting:
1791,lucene,1792,1,../core/ to find lucene jars
1792,lucene,1793,2,http://iharder.sourceforge.net/current/java/base64/api/Base64.html#URL_SAFE
1793,lucene,1794,2,private static final File workDir;
1794,lucene,1795,2,Attachments: SOLR-844.patch
1795,lucene,1796,1,that
1796,lucene,1797,1,Attached patch should get us to a good point to tackle some of the related issues.  It updates all code paths (unless i missed one) that put something into SolrConfig.severeErrors so that that code path also explicilty throws the corrisponding exception.
1797,lucene,1798,1,On the admin page for replication
1798,lucene,1799,1,shouldn't both situations be handled the same way?
1799,lucene,1800,2,+ > > > A } finally {
1800,lucene,1801,1,I've included the signatures this time.  If you want to download
1801,lucene,1802,2,INFO: ### *** SHARDS len 2
1802,lucene,1803,2,Attachments: fedsearch.patch
1803,lucene,1804,2,at java.io.BufferedInputStream.fill(BufferedInputStream.java:218)
1804,lucene,1805,2,<processor class=\com.MyUpdateProcessor\ />
1805,lucene,1806,1,bq.Is there an easy way to get this patched into 1.3.0?
1806,lucene,1807,2,<fieldType name=\sint\ class=\solr.SortableIntField\ sortMissingLast=\true\ omitNorms=\true\/>
1807,lucene,1808,1,load core properties from a properties file
1808,lucene,1809,2,Priority: Minor
1809,lucene,1810,1,This is related to something I must have only day dreamed
1810,lucene,1811,2,+ > A SegmentReader[] sirs2 = getSegmentReaders(core);
1811,lucene,1812,1,larger) set before limiting it by req.getStart() and req.getLimit(
1812,lucene,1813,2,<int name=\QTime\>58</int>
1813,lucene,1814,2,0x0805c790 JavaThread \DestroyJavaVM\ [_thread_blocke
1814,lucene,1815,2,int docId = iterator.nextDoc();
1815,lucene,1816,1,For that reason
1816,lucene,1817,1,Design by Nicolas Barbay (nicolas@nicolas@sarraux-dessous.ch).
1817,lucene,1818,1,dooh -- wrong issue
1818,lucene,1819,2,http://localhost:8983/solr/admin/properties?name=java.home
1819,lucene,1820,1,I am working on an SQLUpdatePlugin that needs to set a few fields in
1820,lucene,1821,1,chocolate - - cookie
1821,lucene,1822,1,Thanks.
1822,lucene,1823,1,I could just add the SolrParams parameter to various methods and
1823,lucene,1824,2,<field column=\fileWebPath\   regex=\${dataimporter.request.finstalldir}(.*)\ replaceWith=\$1\ sourceColName=\fileAbsolutePath\/>
1824,lucene,1825,2,Key: SOLR-1450
1825,lucene,1826,2,: --- lucene/solr/trunk/src/solrj/org/apache/solr/client/solrj/beans/DocumentObjectBinder.java (original)
1826,lucene,1827,1,Oh come on now ... that's not really a fair criticism of the example: there are plenty of legitimate ways to use (some) TokenFilters only at search time and I specifically structured my example to point out potential problems in cases just like that -- Carl was very clear that \if you used FooTokenFilterFactory in an index analyzer you'll need to reindex.\
1827,lucene,1828,2,cobertura.jar
1828,lucene,1829,2,+ > > > > > > <formatter classname=\${junit.details.formatter}\ usefile=\false\/>
1829,lucene,1830,2,</similarity>
1830,lucene,1831,1,Still to do:
1831,lucene,1832,1,checked in.
1832,lucene,1833,1,Determine if prefix
1833,lucene,1834,1,modules is compiled. One of the artifacts of the build is a
1834,lucene,1835,1,Seems fairly simple for SolrCache to have generics.
1835,lucene,1836,2,[ https://issues.apache.org/jira/browse/SOLR-1619?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12786233#action_12786233 ]
1836,lucene,1837,1,(but that's to late for config type stuff that needs to happen in
1837,lucene,1838,1,noble.paul edited comment on SOLR-561 at 6/2/08 9:23 AM:
1838,lucene,1839,2,Key: SOLR-162
1839,lucene,1840,1,have to be refactored to accept param + other stuff that
1840,lucene,1841,2,URL: https://issues.apache.org/jira/browse/SOLR-1469
1841,lucene,1842,1,i was going to say something like \cleaning up the example should be
1842,lucene,1843,2,i+=1
1843,lucene,1844,2,: + <daemon><%=tmbean.getDaemonThreadCount()%></daemon>
1844,lucene,1845,1,it's
1845,lucene,1846,1,Facet Index
1846,lucene,1847,1,Allow Solr to load index from arbitrary directory in dataDir and Commit point
1847,lucene,1848,1,On 2/1/07
1848,lucene,1849,1,will pave the way for incorporating Learning Paradigms to SOLR framework.
1849,lucene,1850,2,Components: update
1850,lucene,1851,2,<property name='revision'>33</property>  <!-- a basic property -->
1851,lucene,1852,1,* Platform independence
1852,lucene,1853,1,replication.
1853,lucene,1854,1,Seen the thread as http://www.nabble.com/CoreDescriptor-explanation-and-possible-bug-to19197004.html
1854,lucene,1855,1,<!--more stuff goes here-->
1855,lucene,1856,2,* CamelCase: timeallowed => timeAllowed?
1856,lucene,1857,1,#NAME?
1857,lucene,1858,1,/** An \open\ BitSet implementation that allows direct access to the
1858,lucene,1859,2,[javac] Compiling 5 source files to /tmp/apache-solr-nightly/contrib/clustering/build/test-classes
1859,lucene,1860,2,http://localhost:8983/solr/update/add?commitWithin=1234
1860,lucene,1861,2,http://hudson.zones.apache.org/hudson/job/Solr-trunk/ws/trunk/build.xml :443: Tests failed!
1861,lucene,1862,1,Do I have that correct?
1862,lucene,1863,2,</target>
1863,lucene,1864,2,\params\:{
1864,lucene,1865,2,Attachments: SOLR-1657.patch
1865,lucene,1866,1,query elevation
1866,lucene,1867,2,<commitOnly>true</commitOnly>
1867,lucene,1868,1,Would be nice if single core with the solr.xml also worked
1868,lucene,1869,2,http://www.nabble.com/Re%3A-non-committers---branches-in-SVN-p7164568.html
1869,lucene,1870,1,piece - Get the list of highlights from response and then use the
1870,lucene,1871,1,Access by name is more important
1871,lucene,1872,1,I'll make the modifications in trunk and get back asap.
1872,lucene,1873,2,[javac] Note: /tmp/apache-solr-nightly/client/java/solrj/src/org/apache/solr/client/solrj/impl/CommonsHttpSolrServer.java uses or overrides a deprecated API.
1873,lucene,1874,2,org.apache.solr.servlet.SolrDispatchFilter.doFilter(SolrDispatchFilter.java:
1874,lucene,1875,1,Acctually
1875,lucene,1876,2,{code:java}
1876,lucene,1877,1,2) Make VariableResolverImpl#TEMPLATE_STRING non-static. Or clear cache on finishing delta-import.
1877,lucene,1878,2,URL: https://issues.apache.org/jira/browse/SOLR-1768
1878,lucene,1879,2,at org.apache.solr.handler.dataimport.DocBuilder.buildDocument(DocBuilder.java:358)
1879,lucene,1880,1,i was thinking the same thing.
1880,lucene,1881,1,believe
1881,lucene,1882,1,I've enhanced the DisMax QParser plugin to use a pluggable query string re-writer (via subclass extension) instead of hard-coding the logic currently embedded within it (i.e. the escape nearly everything logic). Additionally
1882,lucene,1883,2,[ https://issues.apache.org/jira/browse/SOLR-1153?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]
1883,lucene,1884,2,Integer cnt = pset.get( id.toString() );
1884,lucene,1885,2,b2a45000-b2a48000 rwxp b2a45000 00:00 0
1885,lucene,1886,1,different underlying data structures.
1886,lucene,1887,1,locallucene and see how far spread it is
1887,lucene,1888,2,Attachments: SOLR-81-ngram.patch
1888,lucene,1889,1,confused as to what exactly the imcompatibility is ... could someone open
1889,lucene,1890,1,Here is a patch that adds an NGramFilterFactory and EdgeNGramFilterFactory to Solr.
1890,lucene,1891,1,Can't we set up the clustering solrconfig to have a different data
1891,lucene,1892,1,that calling HttpServletRequest.getInputStream() wasn't safe unless we
1892,lucene,1893,1,A user may enter a search such as
1893,lucene,1894,2,timesFailed=2
1894,lucene,1895,1,access to multiple cores for a given solr web app (through the
1895,lucene,1896,2,<fieldType name=\location\ class=\solr.PointType\ dimension=\2\ subFieldType=\double\/>
1896,lucene,1897,2,public Object clone() {
1897,lucene,1898,1,- increments aren't atomic
1898,lucene,1899,2,Name: svn:eol-style
1899,lucene,1900,1,sure how important this is.
1900,lucene,1901,2,at hudson.FilePath.writeToTar(FilePath.java:885)
1901,lucene,1902,1,SEVERE: An exception or error occurred in the container during the request processing
1902,lucene,1903,2,:   logger.debug( \got: \+results.getNumFound() + \ ::
1903,lucene,1904,2,[junit] 2008-02-23 08:13:51.605::INFO:  Shutdown hook complete
1904,lucene,1905,2,: -   rootEntity=\false\
1905,lucene,1906,1,Reporter: Matthew Runo
1906,lucene,1907,1,using it?
1907,lucene,1908,1,Now I created two request handler
1908,lucene,1909,1,Reporter: Joe Calderon
1909,lucene,1910,2,[javac] Compiling 1 source file to /tmp/apache-solr-nightly/build/solr
1910,lucene,1911,2,URL: http://issues.apache.org/jira/browse/SOLR-3
1911,lucene,1912,2,-
1912,lucene,1913,2,[jar] Building jar: /tmp/apache-solr-nightly/contrib/dataimporthandler/target/apache-solr-dataimporthandler-1.5-dev.jar
1913,lucene,1914,1,I think we should take a step back here. What is it that you are trying to achieve? There are multiple things that you are trying to address:
1914,lucene,1915,2,<tokens>
1915,lucene,1916,2,<field name=\gram3\>let ett ttu tuc uce</field>
1916,lucene,1917,2,SOLR-424
1917,lucene,1918,1,: This works well
1918,lucene,1919,1,be greatly appreciated.
1919,lucene,1920,1,while user defined classes cannot. Particulary in this case it is pretty bad since this class advertises itself as a collection of utilities
1920,lucene,1921,2,"+ assert_equal \<add><doc><field name='title'>A...A<<A$?A-APA1/4AY=</field></doc><doc><field name='title'>A,,A<<A$?A-APA1/4APAY=</field></doc></add>"
1921,lucene,1922,2,[clover-report] Loaded results from 142 coverage recordings.
1922,lucene,1923,1,could do map-reduce
1923,lucene,1924,1,Tika docs for details.-->
1924,lucene,1925,2,[ http://issues.apache.org/jira/browse/SOLR-3?page=comments#action_12375493 ]
1925,lucene,1926,1,eliminate resulting indexes so only a subset is considered. This is
1926,lucene,1927,1,the array:
1927,lucene,1928,2,<int name=\rows\>10</int>
1928,lucene,1929,1,so that range queries work correctly. -->
1929,lucene,1930,1,There are numerous calls to deprecated constructors and methods in the code base. This includes deprecations from Solr itsel
1930,lucene,1931,1,Committed revision 894301.
1931,lucene,1932,1,deployed & integrated
1932,lucene,1933,1,The way I understand the javadoc is
1933,lucene,1934,2,[ https://issues.apache.org/jira/browse/SOLR-1205?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12722786#action_12722786 ]
1934,lucene,1935,1,Reporter: Sachin
1935,lucene,1936,2,at org.tmatesoft.svn.core.internal.io.dav.DAVRepository.update(DAVRepository.java:1078)
1936,lucene,1937,2,<xs:element type=\xs:int\ name=\startOffset\ maxOccurs=\1\/>
1937,lucene,1938,1,same revision. (so a better chance of a resolution)
1938,lucene,1939,2,solrconfig.xml}</param-value>
1939,lucene,1940,1,the patch is good
1940,lucene,1941,1,** property to override which fieldtype name a field should use (leave the <fieldtype> declaration static)
1941,lucene,1942,1,deleted chunk.  there's also a large new chunk (which doesn't seem to
1942,lucene,1943,2,@@ -20
1943,lucene,1944,2,"INFO: null q=id:1527426&dq=id:\A'ao,\+ 0 2"
1944,lucene,1945,2,<searchComponent name=\query\
1945,lucene,1946,2,URL: https://issues.apache.org/jira/browse/SOLR-1335
1946,lucene,1947,1,- Console - For development time
1947,lucene,1948,1,that it should be fine.
1948,lucene,1949,2,A <field column=\plainText\ name=\text\/>
1949,lucene,1950,2,site/skin/menu.js
1950,lucene,1951,2,: +   <td><xsl:apply-templates select=\@end\/></td>
1951,lucene,1952,2,Key: SOLR-687
1952,lucene,1953,2,BitSet secondBitSet = filter.bits(reader);
1953,lucene,1954,1,Ed Summers updated SOLR-101:
1954,lucene,1955,1,efficiently implement
1955,lucene,1956,1,Reporter: Emmanuel Keller
1956,lucene,1957,1,Other similar use cases often requested: multi source federation
1957,lucene,1958,2,compile-solrj:
1958,lucene,1959,1,you mean individual values in the field?
1959,lucene,1960,2,A [junit] Running org.apache.solr.handler.FieldAnalysisRequestHandlerTest
1960,lucene,1961,2,Attachments: SOLR-672.patch
1961,lucene,1962,1,Facet multi-valued fields via a counting method (like the
1962,lucene,1963,1,: I don't think this initial cutover should try to \solve\ how modules
1963,lucene,1964,1,features are already in Solr and then maybe consider publishing them first
1964,lucene,1965,1,* Looks at various Params to determing if any simple Facet Constraint count
1965,lucene,1966,1,This may be a one-of-glitch because of the way SearchComponents get loaded
1966,lucene,1967,1,: less important.
1967,lucene,1968,2,URL: https://issues.apache.org/jira/browse/SOLR-935
1968,lucene,1969,2,[junit] 2008-03-28 08:14:05.640::INFO:  Shutdown
1969,lucene,1970,1,temporary work directory of a snapshot in progress.  Those temporary
1970,lucene,1971,1,Again??
1971,lucene,1972,2,[...truncated 2430 lines...]
1972,lucene,1973,2,---EMAIL BODY---
1973,lucene,1974,1,geohash and lat/lon fields.
1974,lucene,1975,1,are different on different machines).
1975,lucene,1976,1,on this particular mini-bus
1976,lucene,1977,2,document.add(id=\mydoc
1977,lucene,1978,1,I attached a patch to SOLR-1079 to fix the QueryComponent problem (remove the StringFieldable).
1978,lucene,1979,1,attachments. JavaMail is used for mail box related operations like fetching
1979,lucene,1980,1,* No need to write fields in data-config if the field name from DB/XML and field-name in schema.xml are the same. This removes a lot of useless verbosity from data-config.xml
1980,lucene,1981,2,jre1.6.0_05
1981,lucene,1982,1,joy
1982,lucene,1983,1,Kay Kay commented on SOLR-972:
1983,lucene,1984,1,Perhaps response and query plugins should be treated as independent case
1984,lucene,1985,2,<property name=\java.runtime.version\ value=\1.5.0_06-b05\></property>
1985,lucene,1986,1,Improved Doc on setting env solr/home
1986,lucene,1987,1,I don't care if these exist
1987,lucene,1988,2,MISC:
1988,lucene,1989,2,URL: https://issues.apache.org/jira/browse/SOLR-66
1989,lucene,1990,1,-When specifying a director
1990,lucene,1991,1,On Mar 2
1991,lucene,1992,2,if (cmd.optimize) {
1992,lucene,1993,1,Assigned To: Erik Hatcher
1993,lucene,1994,2,public static long pop_array(long A[
1994,lucene,1995,2,Key: SOLR-677
1995,lucene,1996,2,----------------------------------------------------------------------------------------------------------
1996,lucene,1997,1,Reporter: Henri Biestro
1997,lucene,1998,1,and getting the lock so that it is properly thread safe - but not in
1998,lucene,1999,1,perspective
1999,lucene,2000,2,[javac] Compiling 388 source files to /tmp/apache-solr-nightly/build/solr
